result_id,cupping_id,farm_id,roaster_id
0695,0695,0393,0360
0696,0696,0394,0139
0697,0697,0395,0361
0698,0698,0396,0362
0699,0699,0397,0363
0700,0700,0398,0364
0701,0701,0399,0365
0702,0702,0074,0366
0703,0703,0400,0367
0704,0704,0047,0002
0705,0705,0213,0002
0706,0706,0023,0022
0707,0707,0401,0368
0708,0708,0367,0002
0709,0709,0189,0167
0710,0710,0163,0148
0711,0711,0104,0092
0712,0712,0402,0369
0713,0713,0197,0174
0714,0714,0261,0002
0715,0715,0403,0370
0716,0716,0404,0321
0717,0717,0197,0174
0718,0718,0118,0104
0719,0719,0053,0341
0720,0720,0018,0017
0721,0721,0405,0371
0722,0722,0406,0372
0723,0723,0248,0104
0724,0724,0047,0002
0725,0725,0407,0373
0726,0726,0408,0002
0727,0727,0409,0374
0728,0728,0410,0375
0729,0729,0411,0139
0730,0730,0113,0100
0731,0731,0412,0376
0732,0732,0413,0377
0733,0733,0414,0378
0734,0734,0074,0379
0735,0735,0415,0380
0736,0736,0416,0381
0737,0737,0259,0234
0738,0738,0197,0174
0739,0739,0417,0382
0740,0740,0272,0086
0741,0741,0418,0383
0742,0742,0197,0174
0743,0743,0419,0384
0744,0744,0420,0385
0745,0745,0031,0002
0746,0746,0421,0386
0747,0747,0422,0295
0748,0748,0423,0139
0749,0749,0374,0342
0750,0750,0361,0002
0751,0751,0424,0387
0752,0752,0425,0172
0753,0753,0047,0002
0754,0754,0228,0071
0755,0755,0426,0388
0756,0756,0297,0002
0757,0757,0186,0167
0758,0758,0140,0123
0759,0759,0427,0389
0760,0760,0428,0390
0761,0761,0429,0002
0762,0762,0197,0174
0763,0763,0216,0162
0764,0764,0272,0086
0765,0765,0430,0002
0766,0766,0261,0002
0767,0767,0431,0136
0768,0768,0253,0228
0769,0769,0181,0391
0770,0770,0432,0392
0771,0771,0433,0393
0772,0772,0047,0002
0773,0773,0434,0394
0774,0774,0435,0087
0775,0775,0436,0395
0776,0776,0437,0396
0777,0777,0213,0002
0778,0778,0339,0397
0779,0779,0141,0002
0780,0780,0186,0167
0781,0781,0197,0174
0782,0782,0438,0398
0783,0783,0439,0399
0784,0784,0440,0400
0785,0785,0441,0002
0786,0786,0442,0401
0787,0787,0031,0002
0788,0788,0393,0360
0789,0789,0443,0402
0790,0790,0444,0403
0791,0791,0323,0298
0792,0792,0445,0404
0793,0793,0296,0002
0794,0794,0212,0405
0795,0795,0446,0406
0796,0796,0446,0406
0797,0797,0189,0167
0798,0798,0447,0407
0799,0799,0448,0408
0800,0800,0449,0409
0801,0801,0450,0383
0802,0802,0451,0410
0803,0803,0216,0162
0804,0804,0109,0063
0805,0805,0452,0411
0806,0806,0079,0002
0807,0807,0453,0412
0808,0808,0169,0151
0809,0809,0454,0413
0810,0810,0288,0414
0811,0811,0455,0415
0812,0812,0456,0416
0813,0813,0457,0417
0814,0814,0241,0418
0815,0815,0297,0268
0816,0816,0232,0419
0817,0817,0337,0314
0818,0818,0023,0022
0819,0819,0458,0420
0820,0820,0459,0421
0821,0821,0460,0273
0822,0822,0461,0422
0823,0823,0167,0002
0824,0824,0462,0002
0825,0825,0110,0002
0826,0826,0227,0423
0827,0827,0264,0424
0828,0828,0463,0425
0829,0829,0464,0426
0830,0830,0465,0427
0831,0831,0266,0239
0832,0832,0466,0428
0833,0833,0213,0241
0834,0834,0338,0315
0835,0835,0080,0072
0836,0836,0467,0429
0837,0837,0468,0430
0838,0838,0160,0145
0839,0839,0197,0174
0840,0840,0197,0174
0841,0841,0469,0431
0842,0842,0470,0432
0843,0843,0098,0245
0844,0844,0438,0398
0845,0845,0471,0433
0846,0846,0472,0002
0847,0847,0473,0383
0848,0848,0197,0174
0849,0849,0474,0434
0850,0850,0475,0435
0851,0851,0079,0071
0852,0852,0031,0002
0853,0853,0307,0178
0854,0854,0128,0112
0855,0855,0476,0436
0856,0856,0477,0437
0857,0857,0478,0438
0858,0858,0213,0002
0859,0859,0032,0002
0860,0860,0336,0313
0861,0861,0271,0439
0862,0862,0440,0400
0863,0863,0441,0002
0864,0864,0479,0440
0865,0865,0480,0441
0866,0866,0481,0442
0867,0867,0332,0308
0868,0868,0482,0443
0869,0869,0047,0002
0870,0870,0297,0071
0871,0871,0186,0164
0872,0872,0336,0313
0873,0873,0338,0315
0874,0874,0272,0245
0875,0875,0483,0444
0876,0876,0214,0445
0877,0877,0079,0002
0878,0878,0197,0174
0879,0879,0484,0446
0880,0880,0485,0136
0881,0881,0197,0174
0882,0882,0167,0002
0883,0883,0474,0434
0884,0884,0163,0148
0885,0885,0053,0341
0886,0886,0486,0447
0887,0887,0487,0448
0888,0888,0488,0391
0889,0889,0409,0374
0890,0890,0489,0449
0891,0891,0490,0450
0892,0892,0491,0451
0893,0893,0287,0258
0894,0894,0492,0452
0895,0895,0296,0002
0896,0896,0493,0453
0897,0897,0232,0454
0898,0898,0087,0455
0899,0899,0442,0401
0900,0900,0494,0456
0901,0901,0495,0383
0902,0902,0496,0457
0903,0903,0197,0160
0904,0904,0248,0104
0905,0905,0488,0391
0906,0906,0497,0458
0907,0907,0498,0459
0908,0908,0204,0179
0909,0909,0185,0002
0910,0910,0116,0460
0911,0911,0337,0314
0912,0912,0499,0461
0913,0913,0377,0123
0914,0914,0337,0462
0915,0915,0500,0463
0916,0916,0501,0464
0917,0917,0502,0465
0918,0918,0503,0383
0919,0919,0504,0063
0920,0920,0505,0466
0921,0921,0506,0032
0922,0922,0507,0467
0923,0923,0508,0468
0924,0924,0509,0373
0925,0925,0510,0469
0926,0926,0511,0470
0927,0927,0512,0471
0928,0928,0513,0472
0929,0929,0514,0473
0930,0930,0515,0195
0931,0931,0516,0178
0932,0932,0517,0474
0933,0933,0297,0002
0934,0934,0077,0002
0935,0935,0187,0165
0936,0936,0281,0253
0937,0937,0518,0475
0938,0938,0098,0245
0939,0939,0519,0476
0940,0940,0520,0383
0941,0941,0197,0174
0942,0942,0159,0477
0943,0943,0475,0435
0944,0944,0053,0002
0945,0945,0170,0314
0946,0946,0521,0478
0947,0947,0522,0479
0948,0948,0047,0480
0949,0949,0213,0002
0950,0950,0032,0002
0951,0951,0079,0071
0952,0952,0140,0123
0953,0953,0523,0481
0954,0954,0524,0482
0955,0955,0272,0245
0956,0956,0307,0178
0957,0957,0525,0483
0958,0958,0526,0383
0959,0959,0280,0252
0960,0960,0443,0402
0961,0961,0527,0484
0962,0962,0415,0380
0963,0963,0528,0485
0964,0964,0197,0174
0965,0965,0529,0486
0966,0966,0098,0245
0967,0967,0066,0487
0968,0968,0530,0488
0969,0969,0531,0489
0970,0970,0147,0295
0971,0971,0532,0490
0972,0972,0533,0491
0973,0973,0534,0492
0974,0974,0224,0199
0975,0975,0438,0398
0976,0976,0236,0022
0977,0977,0370,0340
0978,0978,0535,0483
0979,0979,0355,0137
0980,0980,0536,0493
0981,0981,0109,0063
0982,0982,0537,0494
0983,0983,0443,0402
0984,0984,0219,0193
0985,0985,0538,0495
0986,0986,0077,0002
0987,0987,0539,0496
0988,0988,0540,0497
0989,0989,0541,0486
0990,0990,0542,0498
0991,0991,0543,0137
0992,0992,0544,0017
0993,0993,0209,0184
0994,0994,0545,0499
0995,0995,0546,0500
0996,0996,0547,0501
0997,0997,0548,0232
0998,0998,0549,0002
0999,0999,0246,0221
1000,1000,0313,0287
1001,1001,0246,0502
1002,1002,0160,0145
1003,1003,0079,0002
1004,1004,0119,0105
1005,1005,0528,0503
1006,1006,0280,0504
1007,1007,0261,0002
1008,1008,0550,0505
1009,1009,0551,0051
1010,1010,0552,0506
1011,1011,0553,0162
1012,1012,0554,0507
1013,1013,0555,0172
1014,1014,0556,0508
1015,1015,0232,0419
1016,1016,0557,0509
1017,1017,0558,0510
1018,1018,0559,0511
1019,1019,0076,0002
1020,1020,0560,0512
1021,1021,0307,0178
1022,1022,0561,0513
1023,1023,0197,0174
1024,1024,0167,0002
1025,1025,0118,0104
1026,1026,0562,0514
1027,1027,0563,0515
1028,1028,0564,0516
1029,1029,0565,0517
1030,1030,0185,0162
1031,1031,0351,0327
1032,1032,0018,0017
1033,1033,0566,0518
1034,1034,0567,0519
1035,1035,0568,0520
1036,1036,0296,0002
1037,1037,0213,0241
1038,1038,0569,0521
1039,1039,0570,0522
1040,1040,0180,0296
1041,1041,0529,0486
1042,1042,0571,0523
1043,1043,0057,0049
1044,1044,0272,0245
1045,1045,0236,0022
1046,1046,0018,0017
1047,1047,0572,0524
1048,1048,0573,0525
1049,1049,0031,0002
1050,1050,0574,0526
1051,1051,0136,0118
1052,1052,0147,0132
1053,1053,0163,0148
1054,1054,0536,0493
1055,1055,0575,0232
1056,1056,0071,0002
1057,1057,0576,0527
1058,1058,0517,0474
1059,1059,0517,0474
1060,1060,0297,0002
1061,1061,0577,0528
1062,1062,0578,0529
1063,1063,0579,0530
1064,1064,0197,0174
1065,1065,0452,0411
1066,1066,0580,0531
1067,1067,0077,0002
1068,1068,0297,0002
1069,1069,0581,0532
1070,1070,0582,0533
1071,1071,0583,0534
1072,1072,0584,0535
1073,1073,0246,0536
1074,1074,0585,0537
1075,1075,0504,0063
1076,1076,0506,0032
1077,1077,0076,0002
1078,1078,0586,0538
1079,1079,0587,0539
1080,1080,0272,0245
1081,1081,0588,0540
1082,1082,0589,0541
1083,1083,0590,0542
1084,1084,0591,0543
1085,1085,0592,0544
1086,1086,0332,0308
1087,1087,0593,0545
1088,1088,0594,0546
1089,1089,0595,0547
1090,1090,0596,0548
1091,1091,0597,0549
1092,1092,0238,0213
1093,1093,0296,0002
1094,1094,0014,0070
1095,1095,0598,0550
1096,1096,0446,0551
1097,1097,0599,0232
1098,1098,0600,0552
1099,1099,0601,0553
1100,1100,0602,0554
1101,1101,0076,0002
1102,1102,0603,0002
1103,1103,0604,0555
1104,1104,0018,0211
1105,1105,0605,0556
1106,1106,0271,0244
1107,1107,0606,0557
1108,1108,0098,0245
1109,1109,0248,0104
1110,1110,0607,0558
1111,1111,0608,0559
1112,1112,0609,0560
1113,1113,0113,0100
1114,1114,0077,0002
1115,1115,0610,0002
1116,1116,0611,0561
1117,1117,0603,0002
1118,1118,0612,0562
1119,1119,0614,0563
1120,1120,0614,0564
1121,1121,0615,0565
1122,1122,0616,0566
1123,1123,0214,0189
1124,1124,0617,0567
1125,1125,0475,0435
1126,1126,0618,0568
1127,1127,0553,0162
1128,1128,0619,0558
1129,1129,0620,0569
1130,1130,0033,0029
1131,1131,0126,0002
1132,1132,0076,0002
1133,1133,0264,0424
1134,1134,0621,0507
1135,1135,0622,0570
1136,1136,0623,0571
1137,1137,0624,0558
1138,1138,0625,0385
1139,1139,0077,0002
1140,1140,0626,0572
1141,1141,0156,0141
1142,1142,0627,0573
1143,1143,0628,0574
1144,1144,0031,0002
1145,1145,0232,0419
1146,1146,0629,0575
1147,1147,0630,0576
1148,1148,0216,0162
1149,1149,0053,0002
1150,1150,0018,0577
1151,1151,0488,0391
1152,1152,0631,0578
1153,1153,0264,0424
1154,1154,0587,0579
1155,1155,0632,0580
1156,1156,0633,0581
1157,1157,0363,0582
1158,1158,0338,0315
1159,1159,0634,0583
1160,1160,0216,0162
1161,1161,0597,0549
1162,1162,0488,0391
1163,1163,0635,0584
